KO,발생시간,기판명,기판 코멘트,에러/작업번호,내용,상세,작업자,생산품종,면 정보,생산로트,source_file
KO,2025-10-16 10:23:03,SH-NEW_DELIM4,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_SH-NEW_DELIM4_0_20251016.csv
KO,2025-10-17 10:06:19,SH-NEW_DELIM4,,Ea12388,장비의 전원OFF 완료,,관리자,,,,ErrLog_SH-NEW_DELIM4_0_20251017.csv
KO,2025-10-20 10:09:38,,,Ea12387,장비의 전원ON 완료,OmAuto Address=baef9c00,디폴트 작업자,,,,ErrLog__0_20251020.csv
KO,2025-10-20 11:14:12,KMJ-EOS_T001-TOP,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_KMJ-EOS_T001-TOP_0_20251020.csv
KO,2025-10-20 11:14:17,KMJ-EOS_T001-TOP,,Ea30122,피더피치 미설정,/TableA/F25/FdrID=SSY-008-0452514B,관리자,,,,ErrLog_KMJ-EOS_T001-TOP_0_20251020.csv
KO,2025-10-20 11:20:44,KMJ-EOS_T001-TOP,,O13187,샤프트 청소 블로우 정상 종료,/TableA,관리자,,,,ErrLog_KMJ-EOS_T001-TOP_0_20251020.csv
KO,2025-10-20 14:23:32,KMJ-EOS_T001-TOP,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_KMJ-EOS_T001-TOP_225_20251020.csv
KO,2025-10-20 14:38:03,KMJ-EOS_T001-BOT,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_KMJ-EOS_T001-BOT_0_20251020.csv
KO,2025-10-20 15:04:35,KMJ-EOS_T001-BOT,,Ea12894,기판 불명,(버튼)예 /레인1 /실장위치,관리자,,,,ErrLog_KMJ-EOS_T001-BOT_1_20251020.csv
KO,2025-10-20 18:30:54,KMJ-EOS_T001-BOT,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_KMJ-EOS_T001-BOT_175_20251020.csv
KO,2025-10-21 10:23:22,KMJ-EOS_T001-BOT,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_KMJ-EOS_T001-BOT_225_20251021.csv
KO,2025-10-21 14:44:24,SH-WATERSENSER_1VS1_NEW_251021,,Ea803,인터록 앞쪽 피더들뜸 센서 1,,관리자,,,,ErrLog_SH-WATERSENSER_1VS1_NEW_251021_0_20251021.csv
KO,2025-10-21 17:09:48,SH-WATERSENSER_1VS1_NEW_251021,,Ea803,인터록 앞쪽 피더들뜸 센서 1,,관리자,,,,ErrLog_SH-WATERSENSER_1VS1_NEW_251021_0_20251021.csv
KO,2025-10-21 17:29:58,SH-WATERSENSER_1VS1_NEW_251021,,O13187,샤프트 청소 블로우 정상 종료,/TableA,관리자,,,,ErrLog_SH-WATERSENSER_1VS1_NEW_251021_0_20251021.csv
KO,2025-10-21 17:36:21,SH-WATERSENSER_1VS1_NEW_251021,,Ea12894,기판 불명,(버튼)예 /레인1 /실장위치,관리자,,,,ErrLog_SH-WATERSENSER_1VS1_NEW_251021_0_20251021.csv
KO,2025-10-22 10:32:53,SH-WATERSENSER_1VS1_NEW_251021,,O13187,샤프트 청소 블로우 정상 종료,/TableA,관리자,,,,ErrLog_SH-WATERSENSER_1VS1_NEW_251021_116_20251022.csv
KO,2025-10-23 13:16:14,SEIL-IDS_9100_MAIN_TOP-250627,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_SEIL-IDS_9100_MAIN_TOP-250627_0_20251023.csv
KO,2025-10-23 16:38:03,SEIL-IDS_9100_MAIN_TOP-250627,,Ea803,인터록 앞쪽 피더들뜸 센서 1,,관리자,,,,ErrLog_SEIL-IDS_9100_MAIN_TOP-250627_0_20251023.csv
KO,2025-10-24 12:08:03,SH-NEW_DELIM4,,Ea12388,장비의 전원OFF 완료,,관리자,,,,ErrLog_SH-NEW_DELIM4_0_20251024.csv
KO,2025-10-27 10:24:47,,,Ea12387,장비의 전원ON 완료,OmAuto Address=baeedc00,디폴트 작업자,,,,ErrLog__0_20251027.csv
KO,2025-10-27 12:46:45,PASS,,Ea79,기판반송 에러,/EX1:9/EX2:1,관리자,,,,ErrLog_PASS_19_20251027.csv
KO,2025-10-27 14:28:05,PASS,,Ea79,기판반송 에러,/EX1:9/EX2:1,관리자,,,,ErrLog_PASS_21_20251027.csv
KO,2025-10-27 14:37:38,PASS,,Ea2204,기판반송 에러 [반입처리 시간초과],/EX1:5/EX2:1,관리자,,,,ErrLog_PASS_23_20251027.csv
KO,2025-10-27 16:00:04,SEIL-IDS_9100_MAIN_TOP-250627,,O13187,샤프트 청소 블로우 정상 종료,/TableA,관리자,,,,ErrLog_SEIL-IDS_9100_MAIN_TOP-250627_0_20251027.csv
KO,2025-10-27 16:23:59,SEIL-IDS_9100_MAIN_TOP-250627,,Ea12894,기판 불명,(버튼)예 /레인1 /실장위치,관리자,,,,ErrLog_SEIL-IDS_9100_MAIN_TOP-250627_0_20251027.csv
KO,2025-10-27 16:59:44,SEIL-IDS_9100_MAIN_TOP-250627,,Ea7,리드검출 에러,/TableA/M9/H7/C6/F30/VE154/FdrID=SSY-008-0452521B,관리자,,,,ErrLog_SEIL-IDS_9100_MAIN_TOP-250627_7_20251027.csv
KO,2025-10-28 10:30:29,SEIL-IDS_9100_MAIN_TOP-250627,,O13187,샤프트 청소 블로우 정상 종료,/TableA,관리자,,,,ErrLog_SEIL-IDS_9100_MAIN_TOP-250627_100_20251028.csv
KO,2025-10-28 11:36:01,SEIL-IDS_9100_MAIN_TOP-250627,,Ea31,부품흡착 에러,/TableA/M20/H2/C10/F32/VE150/FdrID=SSY-008-0452626B,관리자,,,,ErrLog_SEIL-IDS_9100_MAIN_TOP-250627_162_20251028.csv
KO,2025-10-28 12:03:02,SEIL-IDS_9100_MAIN_TOP-250627,,Ea31,부품흡착 에러,/TableA/M20/H2/C10/F32/VE150/FdrID=SSY-008-0452626B,관리자,,,,ErrLog_SEIL-IDS_9100_MAIN_TOP-250627_206_20251028.csv
KO,2025-10-28 13:48:48,SEIL-IDS_9100_MAIN_BOT-250627,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_SEIL-IDS_9100_MAIN_BOT-250627_0_20251028.csv
KO,2025-10-28 14:15:03,SEIL-IDS_9100_MAIN_BOT-250627,,Ea12894,기판 불명,(버튼)예 /레인1 /실장위치,관리자,,,,ErrLog_SEIL-IDS_9100_MAIN_BOT-250627_0_20251028.csv
KO,2025-10-28 15:39:21,SEIL-IDS_9100_MAIN_BOT-250627,,Ea31,부품흡착 에러,/TableA/M19/H2/C2/F25/VE150/FdrID=SSY-2T6-0090596A,관리자,,,,ErrLog_SEIL-IDS_9100_MAIN_BOT-250627_99_20251028.csv
KO,2025-10-28 16:37:50,SEIL-IDS_9100_MAIN_BOT-250627,,Ea31,부품흡착 에러,/TableA/M12/H2/C1/F27/VE150/FdrID=SSY-2T6-0079956A,관리자,,,,ErrLog_SEIL-IDS_9100_MAIN_BOT-250627_197_20251028.csv
KO,2025-10-28 16:38:48,SEIL-IDS_9100_MAIN_BOT-250627,,Ea31,부품흡착 에러,/TableA/M16/H2/C1/F27/VE150/FdrID=SSY-2T6-0079956A,관리자,,,,ErrLog_SEIL-IDS_9100_MAIN_BOT-250627_198_20251028.csv
KO,2025-10-28 17:05:13,SEIL-IDS_9100_SUB_BOT-251028,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_SEIL-IDS_9100_SUB_BOT-251028_0_20251028.csv
KO,2025-10-28 17:19:08,SEIL-IDS_9100_SUB_BOT-251028,,Ea31,부품흡착 에러,/TableA/M1/H4/C1/F29/VE150/FdrID=SSY-2T6-0090598A,관리자,,,,ErrLog_SEIL-IDS_9100_SUB_BOT-251028_0_20251028.csv
KO,2025-10-28 17:21:28,SEIL-IDS_9100_SUB_BOT-251028,,Ea79,기판반송 에러,/EX1:9/EX2:1,관리자,,,,ErrLog_SEIL-IDS_9100_SUB_BOT-251028_2_20251028.csv
KO,2025-10-28 17:48:49,SEIL-IDS_9100_SUB_BOT-251028,,Ea31,부품흡착 에러,/TableA/M1/H4/C1/F29/VE150/FdrID=SSY-2T6-0090598A,관리자,,,,ErrLog_SEIL-IDS_9100_SUB_BOT-251028_46_20251028.csv
KO,2025-10-28 17:50:21,SEIL-IDS_9100_SUB_BOT-251028,,Ea31,부품흡착 에러,/TableA/M1/H4/C1/F29/VE150/FdrID=SSY-2T6-0090598A,관리자,,,,ErrLog_SEIL-IDS_9100_SUB_BOT-251028_49_20251028.csv
KO,2025-10-28 17:54:27,SEIL-IDS_9100_SUB_BOT-251028,,Ea31,부품흡착 에러,/TableA/M1/H4/C1/F29/VE150/FdrID=SSY-2T6-0090598A,관리자,,,,ErrLog_SEIL-IDS_9100_SUB_BOT-251028_59_20251028.csv
KO,2025-10-28 18:01:39,SEIL-IDS_9100_SUB_BOT-251028,,Ea31,부품흡착 에러,/TableA/M1/H4/C1/F29/VE150/FdrID=SSY-2T6-0090598A,관리자,,,,ErrLog_SEIL-IDS_9100_SUB_BOT-251028_76_20251028.csv
KO,2025-10-28 18:09:19,SEIL-IDS_9100_SUB_BOT-251028,,Ea31,부품흡착 에러,/TableA/M1/H4/C1/F29/VE150/FdrID=SSY-2T6-0090598A,관리자,,,,ErrLog_SEIL-IDS_9100_SUB_BOT-251028_95_20251028.csv
KO,2025-10-28 18:30:38,SEIL-IDS_9100_SUB_TOP-251028,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_SEIL-IDS_9100_SUB_TOP-251028_0_20251028.csv
KO,2025-10-28 18:48:27,SEIL-IDS_9100_SUB_TOP-251028,,Ea12894,기판 불명,(버튼)예 /레인1 /실장위치,관리자,,,,ErrLog_SEIL-IDS_9100_SUB_TOP-251028_0_20251028.csv
KO,2025-10-29 10:31:03,SEIL-IDS_9100_SUB_TOP-251028,,O13187,샤프트 청소 블로우 정상 종료,/TableA,관리자,,,,ErrLog_SEIL-IDS_9100_SUB_TOP-251028_7_20251029.csv
KO,2025-10-29 11:18:17,SEIL-IDS_9100_SUB_TOP-251028,,Ea31,부품흡착 에러,/TableA/M8/H5/C3/F25/VE150/FdrID=SSY-2T6-0090598A,관리자,,,,ErrLog_SEIL-IDS_9100_SUB_TOP-251028_58_20251029.csv
KO,2025-10-29 11:25:03,SEIL-IDS_9100_SUB_TOP-251028,,Ea31,부품흡착 에러,/TableA/M8/H5/C3/F25/VE150/FdrID=SSY-2T6-0090598A,관리자,,,,ErrLog_SEIL-IDS_9100_SUB_TOP-251028_68_20251029.csv
KO,2025-10-29 11:29:39,SEIL-IDS_9100_SUB_TOP-251028,,Ea31,부품흡착 에러,/TableA/M8/H5/C3/F25/VE150/FdrID=SSY-2T6-0090598A,관리자,,,,ErrLog_SEIL-IDS_9100_SUB_TOP-251028_74_20251029.csv
KO,2025-10-29 12:13:31,SEIL-IDS_9100_SUB_TOP-251028,,Ea31,부품흡착 에러,/TableA/M6/H3/C2/F35/VE150/FdrID=SSY-008-0452527B,관리자,,,,ErrLog_SEIL-IDS_9100_SUB_TOP-251028_137_20251029.csv
KO,2025-10-29 12:13:46,SEIL-IDS_9100_SUB_TOP-251028,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_SEIL-IDS_9100_SUB_TOP-251028_137_20251029.csv
KO,2025-10-29 12:17:02,SEIL-IDS_9100_LED_BOT-250212,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_SEIL-IDS_9100_LED_BOT-250212_0_20251029.csv
KO,2025-10-29 13:42:17,SEIL-IDS_9100_LED_BOT-250212,,Ea31,부품흡착 에러,/TableA/M3/H2/C1/F29/VE150/FdrID=SSY-2T6-0090596A,관리자,,,,ErrLog_SEIL-IDS_9100_LED_BOT-250212_62_20251029.csv
KO,2025-10-29 14:29:45,SEIL-IDS_9100_LED_TOP-250212,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_SEIL-IDS_9100_LED_TOP-250212_0_20251029.csv
KO,2025-10-29 14:32:23,SEIL-IDS_9100_LED_TOP-250212,,Ea7,리드검출 에러,/TableA/M1/H5/C1/F27/VE154/FdrID=SSY-2T6-0079953A,관리자,,,,ErrLog_SEIL-IDS_9100_LED_TOP-250212_0_20251029.csv
KO,2025-10-29 14:41:40,SEIL-IDS_9100_LED_TOP-250212,,Ea7,리드검출 에러,/TableA/M2/H5/C1/F27/VE154/FdrID=SSY-2T6-0079953A,관리자,,,,ErrLog_SEIL-IDS_9100_LED_TOP-250212_7_20251029.csv
KO,2025-10-29 14:42:32,SEIL-IDS_9100_LED_TOP-250212,,Ea7,리드검출 에러,/TableA/M3/H5/C1/F27/VE154/FdrID=SSY-2T6-0079953A,관리자,,,,ErrLog_SEIL-IDS_9100_LED_TOP-250212_7_20251029.csv
KO,2025-10-29 14:44:34,SEIL-IDS_9100_LED_TOP-250212,,Ea12968,도중부터 운전,(버튼)예 /레인1 /실장위치,관리자,,,,ErrLog_SEIL-IDS_9100_LED_TOP-250212_7_20251029.csv
KO,2025-10-29 14:44:34,SEIL-IDS_9100_LED_TOP-250212,,Ea13339,도중부터 탑재,(버튼)OK,관리자,,,,ErrLog_SEIL-IDS_9100_LED_TOP-250212_7_20251029.csv
KO,2025-10-29 14:50:19,SEIL-IDS_9100_LED_TOP-250212,,Ea31,부품흡착 에러,/TableA/M4/H5/C1/F27/VE150/FdrID=SSY-2T6-0079953A,관리자,,,,ErrLog_SEIL-IDS_9100_LED_TOP-250212_15_20251029.csv
KO,2025-10-29 14:55:30,SEIL-IDS_9100_LED_TOP-250212,,Ea51,마크검출 에러,/TableA,관리자,,,,ErrLog_SEIL-IDS_9100_LED_TOP-250212_20_20251029.csv
KO,2025-10-29 15:15:16,SEIL-IDS_9100_LED_TOP-250212,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_SEIL-IDS_9100_LED_TOP-250212_49_20251029.csv
KO,2025-10-29 15:23:08,SEIL-IDS_9100_LED_TOP-250212,,Ea31,부품흡착 에러,/TableA/M3/H5/C1/F27/VE150/FdrID=SSY-2T6-0079953A,관리자,,,,ErrLog_SEIL-IDS_9100_LED_TOP-250212_62_20251029.csv
KO,2025-10-29 15:31:34,SEIL-IDS_9100_LED_TOP-250212,,Ea2204,기판반송 에러 [반입처리 시간초과],/EX1:5/EX2:1,관리자,,,,ErrLog_SEIL-IDS_9100_LED_TOP-250212_74_20251029.csv
KO,2025-10-29 15:31:53,SEIL-IDS_9100_LED_TOP-250212,,Ea13089,반입에러 복구작업 미완료,,관리자,,,,ErrLog_SEIL-IDS_9100_LED_TOP-250212_74_20251029.csv
KO,2025-10-29 15:32:50,SEIL-IDS_9100_LED_TOP-250212,,Ea13089,반입에러 복구작업 미완료,,관리자,,,,ErrLog_SEIL-IDS_9100_LED_TOP-250212_74_20251029.csv
KO,2025-10-29 15:41:46,SEIL-IDS_9100_LED_TOP-250212,,Ea2204,기판반송 에러 [반입처리 시간초과],/EX1:5/EX2:1,관리자,,,,ErrLog_SEIL-IDS_9100_LED_TOP-250212_87_20251029.csv
KO,2025-10-29 15:55:58,SEIL-IDS_9100_LED_TOP-250212,,Ea31,부품흡착 에러,/TableA/M2/H5/C1/F27/VE150/FdrID=SSY-2T6-0079953A,관리자,,,,ErrLog_SEIL-IDS_9100_LED_TOP-250212_109_20251029.csv
KO,2025-10-29 15:56:51,SEIL-IDS_9100_LED_TOP-250212,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_SEIL-IDS_9100_LED_TOP-250212_110_20251029.csv
KO,2025-10-29 15:57:17,SEIL-IDS_9100_LED_TOP-250212,,Ea31,부품흡착 에러,/TableA/M3/H5/C1/F27/VE150/FdrID=SSY-2T6-0079953A,관리자,,,,ErrLog_SEIL-IDS_9100_LED_TOP-250212_110_20251029.csv
KO,2025-10-29 15:59:50,SEIL-IDS_9100_LED_TOP-250212,,Ea2201,기판반송 에러,/EX0:4/EX1:4/EX2:1,관리자,,,,ErrLog_SEIL-IDS_9100_LED_TOP-250212_110_20251029.csv
KO,2025-10-29 15:59:54,SEIL-IDS_9100_LED_TOP-250212,,Ea7336,대기위치에서 불명한 기판 검출,,관리자,,,,ErrLog_SEIL-IDS_9100_LED_TOP-250212_110_20251029.csv
KO,2025-10-29 16:00:04,SEIL-IDS_9100_LED_TOP-250212,,Ea3270,탑재후 부품 흡착한 채 복귀 에러,/TableA/SetNums27 /HeadNums=5/MountNums=3 /H5/SV0/SVSub0/THICK0.000,관리자,,,,ErrLog_SEIL-IDS_9100_LED_TOP-250212_110_20251029.csv
KO,2025-10-29 16:00:27,SEIL-IDS_9100_LED_TOP-250212,,Ea12683,수동탑재 재시도 확인,/H=5/M=3,관리자,,,,ErrLog_SEIL-IDS_9100_LED_TOP-250212_110_20251029.csv
KO,2025-10-29 16:00:32,SEIL-IDS_9100_LED_TOP-250212,,Ea31,부품흡착 에러,/TableA/M4/H5/C1/F27/VE150/FdrID=SSY-2T6-0079953A,관리자,,,,ErrLog_SEIL-IDS_9100_LED_TOP-250212_110_20251029.csv
KO,2025-10-29 16:02:21,SEIL-IDS_9100_LED_TOP-250212,,Ea2204,기판반송 에러 [반입처리 시간초과],/EX1:5/EX2:1,관리자,,,,ErrLog_SEIL-IDS_9100_LED_TOP-250212_112_20251029.csv
KO,2025-10-29 16:02:36,SEIL-IDS_9100_LED_TOP-250212,,Ea13089,반입에러 복구작업 미완료,,관리자,,,,ErrLog_SEIL-IDS_9100_LED_TOP-250212_112_20251029.csv
KO,2025-10-29 16:02:52,SEIL-IDS_9100_LED_TOP-250212,,Ea13339,도중부터 탑재,(버튼)OK,관리자,,,,ErrLog_SEIL-IDS_9100_LED_TOP-250212_112_20251029.csv
KO,2025-10-29 16:02:52,SEIL-IDS_9100_LED_TOP-250212,,Ea12968,도중부터 운전,(버튼)예 /레인1 /실장위치,관리자,,,,ErrLog_SEIL-IDS_9100_LED_TOP-250212_112_20251029.csv
KO,2025-10-29 16:19:51,SEIL-IDS_9100_LED_TOP-250212,,Ea31,부품흡착 에러,/TableA/M3/H5/C1/F27/VE150/FdrID=SSY-2T6-0079953A,관리자,,,,ErrLog_SEIL-IDS_9100_LED_TOP-250212_124_20251029.csv
KO,2025-10-29 16:20:18,SEIL-IDS_9100_LED_TOP-250212,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_SEIL-IDS_9100_LED_TOP-250212_124_20251029.csv
KO,2025-10-29 16:27:14,SEIL-IDS_9100_LED_TOP-250212,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_SEIL-IDS_9100_LED_TOP-250212_125_20251029.csv
KO,2025-10-29 16:44:38,SEIL-IDS_9100_CRADLE-250212,,Ea31,부품흡착 에러,/TableA/M12/H1/C1/F26/VE150/FdrID=SSY-2T6-0081321A,관리자,,,,ErrLog_SEIL-IDS_9100_CRADLE-250212_25_20251029.csv
KO,2025-10-29 16:48:20,SEIL-IDS_9100_CRADLE-250212,,Ea31,부품흡착 에러,/TableA/M4/H4/C2/F25/VE150/FdrID=SSY-008-0452527B,관리자,,,,ErrLog_SEIL-IDS_9100_CRADLE-250212_35_20251029.csv
KO,2025-10-29 16:48:30,SEIL-IDS_9100_CRADLE-250212,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_SEIL-IDS_9100_CRADLE-250212_35_20251029.csv
KO,2025-10-29 17:06:29,SEIL-IDS_9100_CRADLE-250212,,Ea8,리드피치 에러,/TableA/M10/H9/C1/F26/VE152/FdrID=SSY-2T6-0081321A,관리자,,,,ErrLog_SEIL-IDS_9100_CRADLE-250212_83_20251029.csv
KO,2025-10-30 10:42:50,SEIL-AIRDEEP_R+_TYPE_TOP,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_SEIL-AIRDEEP_R+_TYPE_TOP_0_20251030.csv
KO,2025-10-30 10:44:48,SEIL-AIRDEEP_C_TYPE_BOT,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_SEIL-AIRDEEP_C_TYPE_BOT_0_20251030.csv
KO,2025-10-30 10:45:12,SEIL-AIRDEEP_C_TYPE_BOT,,Ea803,인터록 앞쪽 피더들뜸 센서 1,,관리자,,,,ErrLog_SEIL-AIRDEEP_C_TYPE_BOT_0_20251030.csv
KO,2025-10-30 14:03:31,SEIL-AIRDEEP_C_TYPE_BOT,,Ea29699,인터록 덤프박스 장착 센서,,관리자,,,,ErrLog_SEIL-AIRDEEP_C_TYPE_BOT_0_20251030.csv
KO,2025-10-31 12:21:07,SH-WATERSENSER_1VS1_NEW_251021,,Ea12388,장비의 전원OFF 완료,,관리자,,,,ErrLog_SH-WATERSENSER_1VS1_NEW_251021_0_20251031.csv
KO,2025-11-03 10:07:54,,,Ea12387,장비의 전원ON 완료,OmAuto Address=bb0ebc00,디폴트 작업자,,,,ErrLog__0_20251103.csv
KO,2025-11-03 14:52:08,SEIL-AIRDEEP_C_TYPE_TOP,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_SEIL-AIRDEEP_C_TYPE_TOP_0_20251103.csv
KO,2025-11-05 14:57:58,SEIL-AIRDEEP_C_TYPE_TOP,,O13187,샤프트 청소 블로우 정상 종료,/TableA,관리자,,,,ErrLog_SEIL-AIRDEEP_C_TYPE_TOP_0_20251105.csv
KO,2025-11-05 15:04:41,SEIL-AIRDEEP_C_TYPE_TOP,,Ea97,노즐인식 에러,/TableA/M2/H7/C2/F35/VE149/FdrID=SSY-008-0452604B,관리자,,,,ErrLog_SEIL-AIRDEEP_C_TYPE_TOP_0_20251105.csv
KO,2025-11-05 16:15:19,SEIL-AIRDEEP_C_TYPE_TOP,,Ea97,노즐인식 에러,/TableA/M3/H8/C3/F34/VE149/FdrID=SSY-008-0452583B,관리자,,,,ErrLog_SEIL-AIRDEEP_C_TYPE_TOP_135_20251105.csv
KO,2025-11-05 16:16:59,SEIL-AIRDEEP_C_TYPE_TOP,,Ea13339,도중부터 탑재,(버튼)OK,관리자,,,,ErrLog_SEIL-AIRDEEP_C_TYPE_TOP_135_20251105.csv
KO,2025-11-05 16:16:59,SEIL-AIRDEEP_C_TYPE_TOP,,Ea12968,도중부터 운전,(버튼)예 /레인1 /실장위치,관리자,,,,ErrLog_SEIL-AIRDEEP_C_TYPE_TOP_135_20251105.csv
KO,2025-11-05 16:30:23,SEIL-AIRDEEP_C_TYPE_BOT,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_SEIL-AIRDEEP_C_TYPE_BOT_0_20251105.csv
KO,2025-11-05 16:53:41,SEIL-AIRDEEP_C_TYPE_BOT,,Ea31,부품흡착 에러,/TableA/M8/H2/C12/F41/VE150/FdrID=SSY-044-0003402A,관리자,,,,ErrLog_SEIL-AIRDEEP_C_TYPE_BOT_0_20251105.csv
KO,2025-11-05 16:55:13,SEIL-AIRDEEP_C_TYPE_BOT,,Ea12968,도중부터 운전,(버튼)예 /레인1 /실장위치,관리자,,,,ErrLog_SEIL-AIRDEEP_C_TYPE_BOT_0_20251105.csv
KO,2025-11-05 16:55:13,SEIL-AIRDEEP_C_TYPE_BOT,,Ea13339,도중부터 탑재,(버튼)OK,관리자,,,,ErrLog_SEIL-AIRDEEP_C_TYPE_BOT_0_20251105.csv
KO,2025-11-05 17:45:40,SEIL-AIRDEEP_C_TYPE_BOT,,Ea31,부품흡착 에러,/TableA/M25/H1/C13/F25/VE150/FdrID=SSY-2T6-0081321A,관리자,,,,ErrLog_SEIL-AIRDEEP_C_TYPE_BOT_40_20251105.csv
KO,2025-11-05 17:45:58,SEIL-AIRDEEP_C_TYPE_BOT,,Ea8,리드피치 에러,/TableA/M25/H1/C13/F25/VE152/FdrID=SSY-2T6-0081321A,관리자,,,,ErrLog_SEIL-AIRDEEP_C_TYPE_BOT_40_20251105.csv
KO,2025-11-05 17:52:16,SEIL-AIRDEEP_C_TYPE_BOT,,Ea8,리드피치 에러,/TableA/M25/H1/C13/F25/VE152/FdrID=SSY-2T6-0081321A,관리자,,,,ErrLog_SEIL-AIRDEEP_C_TYPE_BOT_50_20251105.csv
KO,2025-11-05 17:53:18,SEIL-AIRDEEP_C_TYPE_BOT,,Ea8,리드피치 에러,/TableA/M25/H1/C13/F25/VE152/FdrID=SSY-2T6-0081321A,관리자,,,,ErrLog_SEIL-AIRDEEP_C_TYPE_BOT_51_20251105.csv
KO,2025-11-05 17:55:43,SEIL-AIRDEEP_C_TYPE_BOT,,Ea12968,도중부터 운전,(버튼)예 /레인1 /실장위치,관리자,,,,ErrLog_SEIL-AIRDEEP_C_TYPE_BOT_51_20251105.csv
KO,2025-11-05 17:55:43,SEIL-AIRDEEP_C_TYPE_BOT,,Ea13339,도중부터 탑재,(버튼)OK,관리자,,,,ErrLog_SEIL-AIRDEEP_C_TYPE_BOT_51_20251105.csv
KO,2025-11-05 17:55:52,SEIL-AIRDEEP_C_TYPE_BOT,,Ea8,리드피치 에러,/TableA/M25/H1/C13/F25/VE152/FdrID=SSY-2T6-0081321A,관리자,,,,ErrLog_SEIL-AIRDEEP_C_TYPE_BOT_51_20251105.csv
KO,2025-11-05 17:57:27,SEIL-AIRDEEP_C_TYPE_BOT,,Ea8,리드피치 에러,/TableA/M25/H1/C13/F25/VE152/FdrID=SSY-2T6-0081321A,관리자,,,,ErrLog_SEIL-AIRDEEP_C_TYPE_BOT_51_20251105.csv
KO,2025-11-05 17:57:33,SEIL-AIRDEEP_C_TYPE_BOT,,Ea8,리드피치 에러,/TableA/M25/H1/C13/F25/VE152/FdrID=SSY-2T6-0081321A,관리자,,,,ErrLog_SEIL-AIRDEEP_C_TYPE_BOT_51_20251105.csv
KO,2025-11-05 17:57:52,SEIL-AIRDEEP_C_TYPE_BOT,,Ea8,리드피치 에러,/TableA/M25/H1/C13/F25/VE152/FdrID=SSY-2T6-0081321A,관리자,,,,ErrLog_SEIL-AIRDEEP_C_TYPE_BOT_51_20251105.csv
KO,2025-11-05 18:06:38,SEIL-AIRDEEP_C_TYPE_BOT,,Ea8,리드피치 에러,/TableA/M25/H1/C13/F25/VE152/FdrID=SSY-2T6-0081321A,관리자,,,,ErrLog_SEIL-AIRDEEP_C_TYPE_BOT_54_20251105.csv
KO,2025-11-05 18:08:07,SEIL-AIRDEEP_C_TYPE_BOT,,Ea8,리드피치 에러,/TableA/M25/H1/C13/F25/VE152/FdrID=SSY-2T6-0081321A,관리자,,,,ErrLog_SEIL-AIRDEEP_C_TYPE_BOT_56_20251105.csv
KO,2025-11-05 18:16:03,SEIL-AIRDEEP_C_TYPE_BOT,,Ea8,리드피치 에러,/TableA/M25/H1/C13/F25/VE152/FdrID=SSY-2T6-0081321A,관리자,,,,ErrLog_SEIL-AIRDEEP_C_TYPE_BOT_64_20251105.csv
KO,2025-11-05 18:16:40,SEIL-AIRDEEP_C_TYPE_BOT,,Ea8,리드피치 에러,/TableA/M25/H1/C13/F25/VE152/FdrID=SSY-2T6-0081321A,관리자,,,,ErrLog_SEIL-AIRDEEP_C_TYPE_BOT_64_20251105.csv
KO,2025-11-05 18:16:55,SEIL-AIRDEEP_C_TYPE_BOT,,Ea8,리드피치 에러,/TableA/M25/H1/C13/F25/VE152/FdrID=SSY-2T6-0081321A,관리자,,,,ErrLog_SEIL-AIRDEEP_C_TYPE_BOT_64_20251105.csv
